"","logFC","AveExpr","t","P.Value","adj.P.Val","B","BH"
"SNRNP25",0.84869382124303,9.10869767822372,6.92163571823857,0.000463742046177486,0.00362697169887114,-0.134408026035111,0.00362697169887114
"DMRTA1",0.780142189085561,8.40044814276315,6.92077547402037,0.000464052285349066,0.0036271824213673,-0.135164637007378,0.0036271824213673
"SHISAL2B",1.34395354889661,5.15528052351629,6.92056732419803,0.000464127388535216,0.0036271824213673,-0.135347722527728,0.0036271824213673
"MS4A4A",0.775188864399144,5.42687116606777,6.91998625730221,0.000464337119093319,0.00362742092920412,-0.135858843961962,0.00362742092920412
"H2AZ2",0.757112687577422,11.9858004562103,6.91756604213028,0.000465211846077433,0.00363285222856995,-0.137988100673106,0.00363285222856995
"TPD52",1.02927313761625,12.2957482216477,6.91298872588355,0.000466871391243907,0.00364386600361728,-0.142016777109417,0.00364386600361728
"NAIP",-1.11941493505307,9.20674007647852,-6.91252077035677,0.0004670414358444,0.00364386600361728,-0.142428764559489,0.00364386600361728
"RALGAPA2",-0.643665308663822,9.69556415379254,-6.91218825402293,0.000467162308156062,0.00364386600361728,-0.142721525201374,0.00364386600361728
"ARHGEF9",0.645537008864297,11.2997727108686,6.90959066007635,0.000468107793447231,0.00364983430168159,-0.145008941914455,0.00364983430168159
"C9orf64",0.641892779100514,8.76931562796885,6.90748754671186,0.000468874907763244,0.0036544077812999,-0.146861432236697,0.0036544077812999
"FEN1",0.743632731942565,10.0627550592214,6.90663897744941,0.000469184834212848,0.00365541579264906,-0.1476090083938,0.00365541579264906
"TPM2",0.871693732378235,11.663323886082,6.90114658257296,0.00047119655175002,0.00366967656943907,-0.152449514803468,0.00366967656943907
"SYNE3",-0.915750100884625,7.9791156524944,-6.90001316223649,0.000471612927164714,0.0036715066379773,-0.153448797086875,0.0036715066379773
"PITX2",-1.13254682446647,8.6972075578973,-6.89779171718465,0.000472430229446082,0.00367645531496276,-0.155407722579194,0.00367645531496276
"CACHD1",-0.770068296888841,8.86585033095785,-6.89616592344328,0.000473029415274343,0.00367970345679015,-0.156841710364819,0.00367970345679015
"SCPEP1",-0.674704312464989,9.90937440228693,-6.89360320440463,0.00047397568023105,0.00368477745145026,-0.159102641536075,0.00368477745145026
"ETNK1",0.972608363459379,11.3143154473656,6.89341361103354,0.000474045772618768,0.00368477745145026,-0.159269935155386,0.00368477745145026
"PPP1R9A",-0.768416398906272,10.1107899153759,-6.89263593565553,0.000474333402812023,0.00368559785271331,-0.159956180070006,0.00368559785271331
"SNHG19",1.48649807620325,8.46410550311392,6.89017680526558,0.000475244255877075,0.00369035167201747,-0.16212660388478,0.00369035167201747
"MCC",-0.901353241991771,8.6990163064083,-6.88932640802724,0.000475559707931901,0.00369035167201747,-0.162877308145359,0.00369035167201747
"PDE1C",0.742479183646211,12.7988775728818,6.88914440591522,0.000475627252295913,0.00369035167201747,-0.163037983655977,0.00369035167201747
"LIN54",0.970378041182046,10.0216924002476,6.88901711758754,0.000475674497914805,0.00369035167201747,-0.163150358654116,0.00369035167201747
"PCDHGA8",-0.633793400780977,7.94146208219535,-6.88787421503302,0.000476098951029869,0.00369178374146708,-0.164159431648961,0.00369178374146708
"TSKU",-1.44212254948502,9.15438885021021,-6.88753807596268,0.000476223869817229,0.00369178374146708,-0.164456235781593,0.00369178374146708
"GPR107",-0.635445545705149,11.8251138503013,-6.88564789469905,0.00047692701697793,0.00369581920009582,-0.166125445707916,0.00369581920009582
"DCBLD2",-0.7339530023404,14.0216178296397,-6.88365998369008,0.000477667808087632,0.00370014317011166,-0.167881358598017,0.00370014317011166
"NRDC",0.683526741090628,13.0061089071782,6.88271524910489,0.000478020325377808,0.00370145730909419,-0.168715981607748,0.00370145730909419
"EPB41L5",0.746488400578681,10.1098007354783,6.88001342352507,0.000479030134284355,0.00370536342451747,-0.17110341086403,0.00370536342451747
"NIPBL-DT",0.966961027514404,10.9379718797517,6.87999805470363,0.00047903588540332,0.00370536342451747,-0.171116993461076,0.00370536342451747
"PRR16",0.90521224802267,10.7681629953323,6.87989630500365,0.000479073962845819,0.00370536342451747,-0.171206918030215,0.00370536342451747
"IL13RA1",-0.840679733983688,11.9435503194271,-6.87920946800903,0.000479331086575561,0.00370593602879142,-0.171813960322642,0.00370593602879142
"ABL1",-0.789079675891035,11.0342228789098,-6.87829679092889,0.000479673001207899,0.00370716350418064,-0.172620680774013,0.00370716350418064
"RCN2",1.02613586059275,10.4729618733336,6.87754034966511,0.000479956598066622,0.00370747082349772,-0.173289368817413,0.00370747082349772
"SHMT1",0.636553305283538,9.49007330341762,6.8772137623314,0.000480079098285041,0.00370747082349772,-0.17357808771552,0.00370747082349772
"WDCP",0.656888427522333,8.80734723319857,6.8765638386102,0.000480322986309025,0.00370793957508809,-0.174152684358807,0.00370793957508809
"KIAA1109",-0.923925165758805,12.1371113029413,-6.87589075346745,0.000480575716007447,0.00370847619813448,-0.174747804064692,0.00370847619813448
"SMN1",0.824358578158742,10.0043759339554,6.87514915327613,0.000480854348788287,0.00370921222325599,-0.175403556817447,0.00370921222325599
"INCENP",0.886335211797231,10.0542998841239,6.87312599492338,0.000481615431687618,0.00371273392815171,-0.177192804460983,0.00371273392815171
"NUP155",0.715901165756556,12.0148462533709,6.87296050490865,0.000481677747904075,0.00371273392815171,-0.177339179834345,0.00371273392815171
"SPATA5",0.744498068223521,9.06030251170675,6.86942437558119,0.000483011516133559,0.00372039062504361,-0.180467552529261,0.00372039062504361
"PNPT1",-0.780470983590973,11.9466930356564,-6.86935239079085,0.000483038711655284,0.00372039062504361,-0.180531250095525,0.00372039062504361
"PTPN2",0.916548047527717,11.0723094388342,6.86762142848348,0.000483693191779974,0.00372401441415688,-0.182063097693198,0.00372401441415688
"MAN1B1",-0.82347079563886,11.4093631211379,-6.861666074351,0.000485952724689201,0.00373875386959275,-0.1873357733911,0.00373875386959275
"COQ2",0.701441997803936,9.52998054915931,6.86160213947992,0.000485977048115139,0.00373875386959275,-0.187392399195867,0.00373875386959275
"EXOSC3",0.776474882621358,8.69673504543471,6.86012129462348,0.000486540813668973,0.00374149721315153,-0.188704071840959,0.00374149721315153
"PPIG",0.614689329130568,11.3604747269199,6.85938625926524,0.000486820924825618,0.00374149721315153,-0.18935522104717,0.00374149721315153
"ARG2",1.07673588690056,8.748550505108,6.85920984735843,0.000486888180398258,0.00374149721315153,-0.189511508233378,0.00374149721315153
"WDR75",0.726680728847542,11.1923154406324,6.85799465424013,0.000487351753064685,0.00374182220882469,-0.190588162320974,0.00374182220882469
"LPAR1",-0.781222275767103,12.0054593647152,-6.85797502675028,0.000487359244736284,0.00374182220882469,-0.190605553422007,0.00374182220882469
"IPO7P2",-0.875849896497161,4.79251292191301,-6.85764544573401,0.000487485063221714,0.00374182220882469,-0.190897587405481,0.00374182220882469
"PKP2",0.648634767575089,11.6761134820258,6.85551818404163,0.000488298050526446,0.00374664171368681,-0.192782775349365,0.00374664171368681
"LSM2",0.794663324361403,9.5520957884898,6.85356473994217,0.000489045982447343,0.00375089937781255,-0.194514339516197,0.00375089937781255
"NAGLU",-1.08869366483598,10.3389736012783,-6.85310141256107,0.000489223573806883,0.00375089937781255,-0.19492509851682,0.00375089937781255
"SIPA1L1-AS1",-0.777675001011698,6.12274343751599,-6.85151231327311,0.0004898332321863,0.00375223091349682,-0.196334070659428,0.00375223091349682
"DNASE1",-0.751198211112474,8.53665515403538,-6.85086204890489,0.000490082958139347,0.00375223091349682,-0.196910702132798,0.00375223091349682
"LTA4H",0.640550078012792,11.1434114114838,6.85078750106385,0.000490111596664133,0.00375223091349682,-0.196976811334149,0.00375223091349682
"MRPL22",0.711394126191008,9.65817447722439,6.8507168114731,0.000490138754769309,0.00375223091349682,-0.197039499563807,0.00375223091349682
"DSN1",0.750393057477515,10.0141392546969,6.8490553189092,0.000490777579158207,0.0037545858749011,-0.198513077280687,0.0037545858749011
"LDHC",0.761812345868256,6.11761362192757,6.84895193149149,0.000490817362036872,0.0037545858749011,-0.198604781067639,0.0037545858749011
"UBE2V2",0.968630705645589,11.0495173603816,6.84636637998308,0.000491813474213952,0.00376036946852574,-0.200898505564732,0.00376036946852574
"FOXP4-AS1",0.939652620023867,5.42762801991342,6.84602548631521,0.00049194498061638,0.00376036946852574,-0.201200975016606,0.00376036946852574
"MRPS35",0.805440943210559,11.0667706398404,6.84446977982302,0.000492545638362369,0.00376353954929887,-0.202581481831982,0.00376353954929887
"NIFK",0.686311643472798,10.1556059007963,6.8438326115151,0.000492791892217341,0.00376400026051744,-0.203146966599726,0.00376400026051744
"ZNF232-AS1",1.03784080521056,7.80844474434062,6.84322106986536,0.000493028374986508,0.00376438601965368,-0.203689747544515,0.00376438601965368
"FIGNL1",1.0428457834811,9.20429806670357,6.84167723976551,0.000493625953842663,0.00376752750065209,-0.205060165253696,0.00376752750065209
"NUS1",1.03805051198088,11.0272894101408,6.83840628285879,0.000494894814848441,0.00377578814449578,-0.207964528601498,0.00377578814449578
"RFXAP",0.847812301413422,7.48798252576682,6.83549659387356,0.000496026686351757,0.00378065255285839,-0.210549050297066,0.00378065255285839
"LRRC37B",-0.760465756064838,7.12342429438909,-6.83524556776571,0.000496124475114502,0.00378065255285839,-0.210772064771333,0.00378065255285839
"SNHG6",0.723531042707515,10.2653204892992,6.83520323126381,0.000496140969743316,0.00378065255285839,-0.210809677652873,0.00378065255285839
"ZNF442",0.8918582048374,6.56738569155953,6.83484767169618,0.000496279523390383,0.00378065255285839,-0.211125573666472,0.00378065255285839
"UQCRH",0.929202604616439,11.3707879867758,6.83339639797641,0.000496845514019317,0.00378354027436606,-0.212415090924278,0.00378354027436606
"CNKSR2",0.642320622699581,9.06975242941921,6.83231687941004,0.000497267003081913,0.00378532584030876,-0.213374430698142,0.00378532584030876
"PRKAR2A",0.630970707313399,11.9016447024727,6.82872807393723,0.000498671180458414,0.00379458773069878,-0.216564581853769,0.00379458773069878
"GEMIN5",0.621489239934041,10.4128015134078,6.82629732175222,0.000499624840708848,0.00380041578383608,-0.218726083147269,0.00380041578383608
"PDCD5",0.625021996828242,10.7634746758143,6.82560887598656,0.000499895320483192,0.00380104477156284,-0.21933838290076,0.00380104477156284
"LINC01123",-0.841835964258036,7.69190239853253,-6.82483322903654,0.000500200261978446,0.00380193522444826,-0.220028298202336,0.00380193522444826
"DCXR",1.06395597662001,10.1375319762479,6.82295366688999,0.0005009400893587,0.0038033326142335,-0.221700374518732,0.0038033326142335
"ENSG00000277400",-1.19098741246489,7.00957879389779,-6.82272848485616,0.00050102880917059,0.0038033326142335,-0.221900723354555,0.0038033326142335
"ENSG00000281383",-1.65195618626988,5.97499708609749,-6.82227587916013,0.000501207186629494,0.0038033326142335,-0.222303431476752,0.0038033326142335
"ZMPSTE24",0.720874317776708,11.5913345054987,6.82179417022045,0.000501397114246972,0.0038033326142335,-0.222732057871471,0.0038033326142335
"MRPS31",0.817597140790895,8.41080331572465,6.82174199006876,0.000501417692740714,0.0038033326142335,-0.222778489419196,0.0038033326142335
"PBXIP1",-1.14516837594889,11.8026719785878,-6.82150409793861,0.000501511523511151,0.0038033326142335,-0.222990176959871,0.0038033326142335
"ENSG00000289083",-1.00613200716516,6.00263087606242,-6.81957121149069,0.00050227465242269,0.00380677562800372,-0.224710369019571,0.00380677562800372
"ANKRD13B",-0.677494179433986,7.89535759787676,-6.8190984508146,0.000502461507685931,0.00380677562800372,-0.22513116667435,0.00380677562800372
"AASS",0.958915786015941,10.1627417437497,6.81892586594719,0.000502529740527936,0.00380677562800372,-0.225284787870629,0.00380677562800372
"SDHB",0.740987971827856,11.2334868275641,6.81681823790234,0.000503363868551769,0.00381166781270346,-0.227161080510656,0.00381166781270346
"ENSG00000275216",0.950963986655401,12.6741713411131,6.81604964906462,0.000503668446064249,0.00381196893232652,-0.227845423881009,0.00381196893232652
"BRIX1",0.743051027095659,11.0709058530381,6.8155691245444,0.000503858976670454,0.00381196893232652,-0.228273309231994,0.00381196893232652
"PITPNM1",-1.13353793749051,11.0356049928424,-6.81529269193944,0.000503968621259117,0.00381196893232652,-0.228519470911573,0.00381196893232652
"MAGOH",0.723492879267951,9.49026394271323,6.8147506947735,0.000504183679349701,0.00381217103239346,-0.229002139549267,0.00381217103239346
"DDX1",0.712007435081814,11.893017518238,6.81418809539043,0.000504407023765534,0.00381243561166474,-0.229503187747386,0.00381243561166474
"MMS22L",1.02732842273254,9.6757416483494,6.81214438562788,0.000505219306794547,0.00381714967854738,-0.23132358423126,0.00381714967854738
"IPO13",-0.734452168204825,10.3352864418619,-6.81103834365717,0.000505659536026708,0.00381905024952112,-0.232308952935437,0.00381905024952112
"SMN2",0.95906911553684,10.4486204978826,6.81043592328121,0.000505899498203937,0.00381943742750686,-0.23284570091418,0.00381943742750686
"TAGAP",0.822871009060073,5.6031371513918,6.80654364892438,0.000507453067572644,0.00382934700244624,-0.236314578322825,0.00382934700244624
"COA6",0.64634662265229,9.43622005526809,6.80620014975661,0.000507590435628835,0.00382934700244624,-0.236620788296459,0.00382934700244624
"AK3",0.685703070951595,11.2037737859556,6.8044214306443,0.0005083024437846,0.00383328977818334,-0.238206613086098,0.00383328977818334
"MLLT6",-0.802161772886009,11.7440190319641,-6.80233176309549,0.000509140389592449,0.00383817900400029,-0.240070089116969,0.00383817900400029
"KSR1",-0.746134474379273,6.81875509168805,-6.79811092341392,0.000510837772352006,0.00384690286498705,-0.243835450307887,0.00384690286498705
"ENSG00000258311",-0.616668893530252,6.75875552912507,-6.79796801436321,0.000510895356037303,0.00384690286498705,-0.243962970506243,0.00384690286498705
"RGS14",-1.05864803357665,6.91938133852216,-6.79779094530968,0.000510966714484317,0.00384690286498705,-0.244120975235176,0.00384690286498705
"SMC3",0.727830546700996,11.2218791807099,6.79756485961548,0.000511057843187104,0.00384690286498705,-0.244322723961238,0.00384690286498705
"RPL23A",0.758402942910825,13.8811570265698,6.79629016285674,0.000511571986904039,0.00384934148212812,-0.24546030656075,0.00384934148212812
"TMEM150A",-0.901613900014109,8.8653735416746,-6.79514238855052,0.000512035445783904,0.00385034012431516,-0.246484765242846,0.00385034012431516
"DSC3",0.952954610411208,9.49891183377131,6.79501935356727,0.000512085154619654,0.00385034012431516,-0.246594589691512,0.00385034012431516
"F11R",-0.719619469865409,9.87415689915594,-6.79344876612097,0.000512720194108399,0.00385195768308284,-0.247996679439093,0.00385195768308284
"ZNF467",-1.04868098220012,8.01370867638602,-6.79320231894962,0.000512819922851079,0.00385195768308284,-0.248216710482503,0.00385195768308284
"ARFGEF3",-0.792499676775575,10.4974736903854,-6.79307562599103,0.000512871199837372,0.00385195768308284,-0.248329825986124,0.00385195768308284
"TAF9B",0.956428703235289,10.2958802605575,6.79082655296225,0.000513782458609681,0.00385737045427246,-0.250338150668704,0.00385737045427246
"CCDC77",0.799124107005643,9.40740566113699,6.78963303404652,0.000514266793516611,0.0038595046640715,-0.251404127227345,0.0038595046640715
"PLBD2",-0.698086981430697,11.9899435814417,-6.78918663283844,0.000514448079821397,0.0038595046640715,-0.251802863388153,0.0038595046640715
"FHIP2B",-0.649863392940976,9.67832476242279,-6.78858271698029,0.000514693450736173,0.00385991483377209,-0.252342328721262,0.00385991483377209
"GAA",-1.29947746047445,12.9538910357453,-6.78792285280197,0.000514961707264866,0.00386049626546228,-0.252931815356674,0.00386049626546228
"LY75",-0.782006297844829,5.25109248121181,-6.78681701691167,0.000515411626438725,0.00386243862671094,-0.25391981144835,0.00386243862671094
"SGK2",-0.721194437376623,5.48345671295355,-6.78544837836056,0.000515969095069333,0.00386518521587652,-0.25514278360902,0.00386518521587652
